,idPersona,sexo,por_que_pelota_que_canta,por_que_pelota_que_canta_count_total,explica_lo_que_quiere_decir_mi_hermanito_es_una_pelota_de_gritos,explica_lo_que_quiere_decir_mi_hermanito_es_una_pelota_de_gritos_count_total,que_otra_cosa_podria_ser_una_pelota_de_pelos,que_otra_cosa_podria_ser_una_pelota_de_pelos_count_total,explica_tu_respuesta_en_la_frase_pelota_de_plata,explica_tu_respuesta_en_la_frase_pelota_de_plata_count_total,c1t,c1t_count_total,c2t,c2t_count_total,c3t,c3t_count_total,c4t,c4t_count_total,c5t,c5t_count_total,c6t,c6t_count_total,que_significa_1,que_significa_1_count_total,por_que_crees_que_si_o_no_es_posible_1,por_que_crees_que_si_o_no_es_posible_1_count_total,que_significa_2,que_significa_2_count_total,por_que_crees_que_si_o_que_no_es_posible_2,por_que_crees_que_si_o_que_no_es_posible_2_count_total,que_significa_3,que_significa_3_count_total,por_que_crees_que_si_o_que_no_es_posible_3,por_que_crees_que_si_o_que_no_es_posible_3_count_total,que_significa_4,que_significa_4_count_total,por_que_crees_que_si_o_que_no_es_posible_4,por_que_crees_que_si_o_que_no_es_posible_4_count_total,que_significa_5,que_significa_5_count_total,por_que_crees_que_si_o_que_no_es_posible_5,por_que_crees_que_si_o_que_no_es_posible_5_count_total,que_significa_6,que_significa_6_count_total,por_que_crees_que_si_o_que_no_es_posible_6,por_que_crees_que_si_o_que_no_es_posible_6_count_total,que_significa_7,que_significa_7_count_total,por_que_crees_que_si_o_que_no_es_posible_7,por_que_crees_que_si_o_que_no_es_posible_7_count_total,que_significa_8,que_significa_8_count_total,por_que_crees_que_si_o_que_no_es_posible_8,por_que_crees_que_si_o_que_no_es_posible_8_count_total,que_significa_9,que_significa_9_count_total,por_que_crees_que_si_o_que_no_es_posible_9,por_que_crees_que_si_o_que_no_es_posible_9_count_total,lista_de_valores,promedio_total
382,384,f,no. porque las pelotas no cantan*,,que su hermano es griton*,,un perro. un peluche. un gato. etc,,que es un colorresaltante y muy bonito,,blancas y grandes y yo pienso que blanditas,,es muy suave y limpia,,es linda pero a la vez atraida en alguien o algo,,lindos y bonitos pero tambien lloran,,es una epoca que hace calor y se cin las hojas,,que llego una epoca que compartes con toda toda tu familia,,que estan doradas,,no creo que sea posible porque no hay piernas de acero,,que es donde mandas una carta,,porque los sobres si se hacen de papel,,que es un calendario diferente,,porque no se podria hacer,,porque el carbon con fuego es ardiente,,porque si pones carbon con fuego suelta llamas,,que estan llorosos,,porque si pueden estar amargos,,que son algo fino,,porque no existe ni un par,,que llega de un lugar,,porque no puede caminar,,que las aves vuelan,,porque las gaviotas si vuelan,,que llego la noche,,porque si llega la noche,,,
383,385,f,no. porque las pelotas no cantan*,,que mi hermano es muy escandaloso,,una rebelion de cabello,,significa que es muy bueno para hacer algo,,son blancas y grandes,,la piel es muy suave,,la mirada es hermosa,,los ojos son de odio,,el verano viene y se va,,la navidad llego y podemos festejar,,piernas muy fuertes,,porque es imposible tener piernas de acero pero si pieras fuertes,,por encima de un papel ,,porque es imposible pasar sobre el papel,,que es de zacate,,porque como van a hacer un calendario de zacate,,carbon caliente,,porque el carbon necesita fuego para prender y calentarse,,hermosos,,porque no hay ojos amargos,,calceta de la buena suerte,,porque seria muy dificil hacer una calceta de plata,,la cebolla llego al mercado,,porque las cebollas no caminan,,que las gaviotas son libres,,creo que las gaviotas no,,ya esta oscureciendo,,la noche no camina,,,
384,386,f,no. porque casi no rima,,que su hermano grita mucho*,,yo digo que puede ser el estambre porque se puede hacer como una pelota,,WW,,suaves. bonitas. blancas. relajantes. y cuando la calientas se evapora,,suave y bonita,,fea. enojona. feliz. triste,,bonitos grandes o chiquitos,,cambio de clima,,que ya podemos hacer fiestas,,piernas ardientes,,porque no la puedes hacer,,que estes arriba del papel,,porque si los puedes subir o estar sobre el,,que pongan numeros entre el,,porque no puedes escribir en el,,que pongas a calentar carbon,,porque eso si lo puedes hacer,,que tus ojos ardan,,porque no pueden hacer eso,,que tus calcetas esten de otro color,,porque no hay calcetas casi de eso,,que ya esta la cebolla,,porque ella no llega,,no creo que pase eso,,porque no pasa eso,,que ya se hace oscuro,,porque si la noche puede llegar,,,
385,387,f,no. porque las pelotas ni se mueven ni cantan,,que su hermano grita mucho,,una cabellera pues porque tiene pelos,,pues una moneda es redonda como una pelota y es de plata,,son como nubes llenas de leche,,suave como la seda,,es una mirada fija y enojada,,secos y sin ninguna emocion,,que ya se acerca la temporada de verano,,que ya es epoca de navidad,,que son piernas hechas de acero,,porque puede haber protesis de ese material,,que es un sobre hecho de papel,,es posible porque ya fue creado,,que es un calendario,,no porque no creo que exista el zacate,,carbon que esta quemandose,,si pues es muy comun y si existe,,son secos,,no puede haber ojos amargos,,una calceta hecha de plata,,puede haber una figura de calcetin hecha de plata,,que una cebolla ya llego,,una cebolla no llega,,unas gaviotas vuelan,,las gaviotas si pueden volar,,la noche se aproxima,,la noche si puede llegar,,,
386,388,f,no. porque las pelotas no cantan*,,puedes decir que su hermanito es algo gordito y grita mucho,,perro porque puede ser algo grodito y tiene pelo,,puede ser una pelota plateada,,las nubes son blancas y esponjosas,,puede ser suave y lisa,,puede ser lisa o algo consisa,,son blancos alrededor de la pupila la pupila puede ser de algun color,,en el verano hay vacaciones y calor,,que la navidad es ese dia o esta proximo a ser,,que le pudieron haber puesto protesis,,porque le pudieron haber puesto protesis,,un sobre hecho de papel,,porque ya existen,,un calendario hecho con zacate,,porque no se podria confeccionar bien,,carbon asandose,,porque el carbon se usa para asar,,NS,,porque los ojos no se pueden volver amargos,,una calceta hecha de plata,,porque seria muy pesada de usar,,NN,,NN,,que las gaviotas vuelan,,porque la gaviota es una ave y vuelan,,que ya es de noche,,porque se hace de noche,,,
387,389,f,no. porque las pelotas no cantan,,que su hermano a cada rato grita,,un animal porque tiene pelos,,porque cuando sentimos dolor no lo podemos soportar como el peso de la pelota de plata,,son blancos,,es delgada. suave y radiante,,que puede ser de muchas formas,,que te esta viendo una persona a que le caes mal,,ocurre el crecimiento de las plantas,,que inicio el fin de ano y viene otro mas,,que una persona tiene una ciatica,,porque existen las ciaticas,,que adentro puedes enviar cartas,,porque si existen,,un calendario de estropajo,,porque existen,,cuando lo calientas como para carne asada,,porque existen,,ojos chillosos,,porque no es logico,,un calcetin de platos,,no puede existir,,que la cebolla viene sola,,porque no caminan,,si vuelan,,es natural que las gaviotas vuelen,,si cuando se va el sol,,cuando se acaba el dia,,,
388,390,f,si. porque es mama que canta,,que grita mucho y llora,,mi perro,,que  tiene mucho amor y carino,,son esponjosas y blancas,,es casi blanda,,-,,ojos irritados o enrojecidos,,que hace mucho calor,,que ya llego diciembre,,piernas que no duelen,,0,,un sobre para enviar cartas o dinero,,si porque puedes mandar cartas,,NN,,0,,NN,,0,,NN,,0,,una calceta,,si porque dice calceta de plata,,la cebolla no hace chillar,,si porque cuando la picas te hace llorar,,NN,,0,,NN,,0,,,
389,391,f,no. porque las pelotas no cantan y la frase esta en sentido figurado,,quiere decir que el hermano grita constantemente,,un gato porque tiene pelos al igual que el perro,,mi frase es la bondad ya que la bondad es tan presiada como la plata,,pequenas. hechas de leche. para dormir bien.,,suave y delicada,,fuerte y sin pensar,,ojos tristes enojados y frustrados,,viene para visitar cada ano y luego se va. pero volvera,,que esta aqui la navidad pero luego se ira,,que las piernas son fuertes,,es posible si poner a ejercitar tu cuerpo,,un objeto sobre papel,,porque puedes poner un objeto sobre papel,,un horario para el zacate,,se puede ya que simplemente hay que poner un horario para el zacate,,el carbon que arde en el fuego,,es posible si al carbon le prendes fuego.,,ojos tristes,,porque tus ojos son tristes y la frase es una metafora,,calceta resistente,,porque una calceta no puede ser de plata,,que viene una cebolla,,porque las cebollas son inmoviles si no las mueves,,que vuela una ave,,porque las gaviotas vuelan,,que ya llego la noche,,porque la noche llega pero se va,,,
390,392,f,no. porque esta como insultando a las personas,,que mi hermano menor grita todo el tiempo,,mi cabeza porque tengo mucho pelo,,pues la plata es algo valioso,,son blancas. algodonosas. y grandes,,delgada y suave,,miramos depende de la expresion,,grandes redondos de calor,,hace frio y cambian las hojas de color,,que la festividad de navidad ya llego,,que la pierna no se rompe,,porque con un accidente u operacion te ponen una pierna falsa,,una hoja doblada,,porque un sobre esta hecho de papel,,un calendario de estropajo,,no es posible porque no se veria los documentos,,un carbon prendido,,si porque el carbon sirve para eso,,llorando,,si porque cuando lloras por tus ojos salen lagrimas,,una calceta valiosa,,no porque la calceta se hace con hilo,,una cebolla andante,,no porque las cebollas no caminan,,un ave volando,,si porque las gaviotas si vuelan,,ya es de noche,,que la noche llego,,,
391,393,f,si.porque se escucha bieny aparte si no tuviera sentido no la escuchariamos,,que mi hermano grita mucho,,mi perrito,,es como una amiga que vale oro,,como un algodon,,suave,,atractiva y bonita,,bonitos y amargos,,que viene el verano y pueden mojarse con agua refrescante,,que pueden abrazar a los demas. pueden decorar su casa,,que tienes piernas fuertes,,porque hay algunos que hacen boxeo y con el ejercicio que hacen se les van haciendo piernas duras,,que puedes hacer una cartera,,porque puedes hacer uno con bolsas de sabritas o de papel,,como algo como cuando tu te banas,,porque no creo que exista,,que pones a calentar algo,,porque mi tia vende pollos y con el carbon y se pone ardiente,,cuando estas estresado,,porque te arden los ojos o algo asi,,una calceta que te gusta mucho,,no. tengo calceta que me gusta,,que quiere que chilles,,porque no me gusta chillar,,porque tienen alas,,porque ellas quieren volar por comida,,que ya es hora de dormir,,porque es para que descanses,,,
392,394,f,"no. porque es una expresion. yo creo que quiso decir """,,que su hermanito es el que grita mas en su casa,,el abuelo porque tiene pelo,,puede ser una persona que vale mcuho,,son de leche,,es de seda,,la mirada es ardiente,,son amargos,,que esta por empezar,,que esta por empezar la navidad,,unas piernas que sean fuertes,,porque si pueden existir,, es un sobre donde puedes meter el papel,,porque es imposible hacer uno,,puede ser que con este zacate hagan un calendario,,no se puede porque no se puede,,a algo caliente,,si porque si existe,,que esta amargos,,porque no puede ser amargos porque si no nos dolerian,,que es una calceta hecha de plata,,porque con la plata no se pueden construir esas cosas,,que llega la cebolla,,no porque no puede caminar,,que vuelan,,porque no pueden volar,,que es de noche,,porque si sucede,,,
393,395,f,no. porque las pelotas no cantan*,,que su hermano grita mucho,,un perro porque tiene muchos pelos,,se refiere a que es valioso,,grandes. esponjosas y blancas,,a veces reseca. lisa. brillosa. y suave,,concentrado,,grandes chiquitos o medianos,,hace calor o frio y te diviertes,,que el dia de navidad ya es,,que tiene piernas fuertes,,porque yo digo que si uno se lo propone lo puede lograr,,que tiene forma de bolsita de papel,,porque casi todas las personas lo utilizan,,que es un calendario hecho de zacate,,hay algunas regiones en que lo practican,,que esta muy caliente,,porque por ejemplo haces carne asada y esta muy caliente,,ojos con sabor,,los ojos no saben a nada,,es muy fuerte,,no hay ninguna calceta fuerte,,que hay una cebolla xdxd,,que hay una cebolla en el lugar,,que van volando,,que los pajaros si pueden volar,,que ya es de noche,,que ya es hora de la noche,,,
394,396,f,no. porque las pelotas no cantan. esto se significa que esta hablando en sentido figurado,,que mi hermano es griton*,,perro porque es peludo*,,la luna. porque cuando la miras  se ve tan  brillante y hermosa como la plata,,son blancas y esponjosas,,la piel es: de tipos. colores y suave,,la mirada puede ser: triste. feliz. enojada. manipuladora. etc,,grandes y las pupilas de color,,no hay clases. hace mucho calor. las plantas crecen y hay vacaciones,,que ese dia es navidad,,que la pierna es dura,,por si requieres una operacion. te pueden poner un palo de acero para soporte del pie,,que un sobre se puede favbricar de papel,,porque los sobres son de papel,,es un calendario hecho de zacate,,porque los calendarios son de papel no de zacate,,el carbon esta muy caliente,,porque el carbon se usa de muchas maneras pero la que mas se usa es para calentar o hacer fuego,,los ojos estan tristes,,porque cuando una persona esta triste se refleja de muchas mamneras y una de esas son los ojos,,la calceta esta hecha de plata,,porque las calcetas son de lana no de plata,,que la cebolla llego,,porque las cebollas no llegan. esta hablando en sentido figurado,,las gaviotas estan volando o pueden volar,,porque las gaviotas son aves y las aves vuelan,,ya es de noche,,que  asi se dice cuando ya es de noche,,,
395,397,f,no. porque las pelotas no cantan. son para jugar,,porque no para de gritar,,perro porque tiene mucho pelo,,significa que los anilos son de plata,,son blancas y sabrosas,,fija y suave,,te quema. y es cuando alguien esta enojado,,NN,,es una estacion en la cual hace mucho calor,,que es la temporada en la que estas con la familia,,que alguien tiene duras sus piernas,,porque es una metafora,,cosas que estan arriba del papel,,porque en el papel escribes o pones cosas arriba,,algo con lo que te raspas,,porque no es posible que te puedas cortar,,cuando estas calentando carbon,,porque cuando esta caliente quema,,que alguien tiene sus ojos con limon,,porque la gente no aguantaria,,porque las calcetas solo son de seda,,porque serian mas zapatos,,NN,,NN,,que las gaviotas mueven sus alas,,porque es cierto las gaviotas vuelan,,cuando se oculta el sol,,porque es cuando el sol se oculta,,,
396,398,f,no. porque yo digo que no,,que grita sin parar con una pelota,,gato ,,NS,,rasposo,,finos y lisos,,el hermano es dulce,,es azul y brillante,,que la noche se quedo atras,,que vendran bonitas cosas,,hermosa como una estrella,,estrella brillante como un cristal,,precio de vestido,,vestido de tela lindo y hermosa,,no tiene significado,,NS,,hermosa como una ?,,hermosa y linda como una escultura de piedra,,fuerte como hierro,,que eres fuerte como alma de hierro,,no tengo idea,,no se que significa,,no tengo idea que signifique,,NS,,corren rapido,,corren como los atletas,,no se que significa,,no tengo ni idea,,,
397,399,f,no hay pelotas que puedan cantar aunque cuando rebotan hacen un ruido que parece como si cantaran ,,que los ninos chiquitos hacen mucho berrinche,,el perro porque los perros estan muy peludos,,alguien que es muy valioso para ti,,maltratado y feo,,blancos y brillosos,,agradable y buena,,fria y oscura,,se olvido,,con el paso del tiempo los anos mejorara0,,que las estrellas brillan mucho que pueden parecer cristales,,si porque las estrellas pueden ser de diferentes cosas segun tu imaginacion,,porque los vestidos pueden ser de piel. tela. seda. etc,,todos los vestidos pueden ser de lo que este dentro de la materia,,porque no hay zapatos que puedan ser de miel,,no porque no pueden haber zapatos de miel,,si porque una escultura puede ser de diferentes cosas dependiendo de tu imaginacion,,si las esculturas todos las pueden hacer pero cada persona es un mundo,,que alguien sea muy bueno para guardar algo,,porque a un amigo puedes confiarle un secreto si que le diga a alguien,,que personas pueden vivir en una banqueta,,porque los que no tienen hogar pueden calentarse en una banqueta,,no hay ciencia para eso,,no puede llegar por si sola,,aun un atleta puede seguir luchando,,a eso se dedican,,que al perezoso tarde o temprano le alcanza la pobreza,,muchas personas las alcanza el tiempo,,,
398,400,f,no. porque las pelotas no cantan*,,que su hermano es muy griton*,,otra puede ser mi perro tiene mucho cabello y esta gordito,,que la pelota es gris y tiene brillo,,el cabello es verde como el pasto,,son dientes muy blancos,,muy carinosa y muy tierna,,que siempre esta sonriendo,,que quedo pasada,,que va a haber dias mejores,,que es una estrella de vidrio,,porque estas son muy comunes en navidad,,que utilizan vestidos de tela,,porque en unos locales venden vestidos de tela,,que son unos zapatos normales pero tienen miel,,porque no es posible usar zapatos de miel,,que es como una estatua de piedra,,porque estas se encuentran en los museos,,que la persona no siente nada,,porque el alma no puede ser de hierro,,que es como si te cobijara,,porque una banqueta no te puede cobijar,,que la silla avanza,,porque la silla no puede moverse por si sola,,que los atletas corren mucho,,porque los atletas tienen que correr,,que todavia tienes tiempo para hacer cosas,,que puede hacer lo que tiene pendiente porque le sobra tiempo,,,
